port_id,vsl_id,time_stamp,lat,lon,cog,heading
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 18:30:00,42.58749167,131.6594417,181.05,5.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 18:40:00,42.61529583,131.6599875,270.325,3.5
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 18:50:00,42.6431,131.6605333,359.6,2.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:00:00,42.68366667,131.6881667,52.6,56.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:10:00,42.70385,131.7220167,52.3,58.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:20:00,42.72246667,131.7565667,54.2,59.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:30:00,42.74288333,131.7950667,53.6,61.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:40:00,42.76185,131.8327333,49.4,54.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 19:50:00,42.76951667,131.84795,57.1,60.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:00:00,42.79735,131.9046,57.4,61.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:10:00,42.80746667,131.9261333,57.6,61.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:20:00,42.82523333,131.9654333,57.2,63.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:30:00,42.83973333,132.0083333,73.4,77.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:40:00,42.86306667,132.0669,59.0,60.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 20:50:00,42.88248333,132.1047167,54.6,57.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:00:00,42.90893333,132.1395333,18.9,10.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:10:00,42.95308333,132.1164833,329.3,329.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:20:00,42.9805,132.09385,328.6,328.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:30:00,42.99313333,132.0697333,333.3,268.8
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:40:00,43.00576667,132.0456167,338.0,209.6
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 21:50:00,43.0184,132.0215,342.7,150.4
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:00:00,43.03103334,131.9973833,347.4,91.2
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:10:00,43.04366667,131.9732667,352.1,32.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:20:00,43.04545,131.9733667,329.1,76.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:30:00,43.04723333,131.9734667,306.1,120.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:40:00,43.04738333,131.9741167,109.1,151.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 22:50:00,43.04341667,131.9709833,274.0,281.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:00:00,43.04895556,131.9538472,252.7333333,254.3333333
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:10:00,43.05449445,131.9367111,231.4666667,227.6666667
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:20:00,43.06003334,131.919575,210.2,201.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:30:00,43.06557222,131.9024389,188.9333333,174.3333333
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:40:00,43.07111111,131.8853028,167.6666667,147.6666667
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-11 23:50:00,43.07665,131.8681667,146.4,121.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-12 00:00:00,43.08325,131.868175,241.3,169.0
RUVVO,f643855a-6409-3bea-aaf0-64b66def60ad,2024-08-12 00:10:00,43.08985,131.8681833,336.2,217.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 12:30:00,35.04862167,129.1231317,176.4,182.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 12:40:00,35.02914,129.121735,189.5,192.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 12:50:00,34.97354667,129.11625,197.1,201.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:00:00,34.941135,129.096345,212.0,212.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:10:00,34.90923833,129.0715633,213.3,213.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:20:00,34.89386333,129.0573667,221.1,220.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:30:00,34.87117333,129.02219,236.0,234.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:40:00,34.8308,128.9762333,218.4,217.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 13:50:00,34.80151333,128.9541717,210.0,209.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:00:00,34.77867166,128.9353408,219.65,218.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:10:00,34.75583,128.91651,229.3,228.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:20:00,34.71805167,128.8614733,230.6,229.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:30:00,34.69492333,128.8279167,229.9,227.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:40:00,34.67267333,128.797145,232.9,231.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 14:50:00,34.65483333,128.76635,239.8,238.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:00:00,34.63529,128.7296,233.0,232.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:10:00,34.60729,128.6838367,233.6,232.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:20:00,34.58088,128.6409092,233.4,232.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:30:00,34.55447,128.5979817,233.2,233.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:40:00,34.53183667,128.5614883,220.0,214.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 15:50:00,34.49386833,128.5259683,220.4,218.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:00:00,34.46773,128.5008817,219.3,219.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:10:00,34.42207,128.45755,218.4,219.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:20:00,34.37331833,128.4001383,222.7,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:30:00,34.34026333,128.363225,223.1,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:40:00,34.31863167,128.339115,222.7,222.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 16:50:00,34.29538583,128.3110408,224.05,223.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:00:00,34.27214,128.2829667,225.4,225.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:10:00,34.22078333,128.219625,228.1,229.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:20:00,34.19401167,128.1836117,228.7,229.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:30:00,34.17240917,128.15432,228.65,228.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:40:00,34.15080667,128.1250283,228.6,228.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 17:50:00,34.12029834,128.0867442,230.8,230.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:00:00,34.08979,128.04846,233.0,233.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:10:00,34.04217167,127.9850883,221.9,222.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:20:00,34.034005,127.9763633,221.4,221.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:30:00,33.99404833,127.9309433,224.8,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:40:00,33.96691333,127.8990317,224.8,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 18:50:00,33.91628,127.838735,224.6,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:00:00,33.89350417,127.81181,224.15,223.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:10:00,33.87072833,127.784885,223.7,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:20:00,33.84563,127.7555817,223.6,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:30:00,33.8036825,127.7090008,223.75,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:40:00,33.761735,127.66242,223.9,222.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 19:50:00,33.73888333,127.6371817,222.0,221.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:00:00,33.7051,127.60032,222.8,222.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:10:00,33.66766333,127.5592783,223.0,222.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:20:00,33.64740583,127.536675,223.4,222.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:30:00,33.62714833,127.5140717,223.8,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:40:00,33.57153,127.4495233,224.2,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 20:50:00,33.5507375,127.4253792,224.35,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:00:00,33.529945,127.401235,224.5,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:10:00,33.49079,127.3549017,225.6,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:20:00,33.451635,127.3085683,226.7,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:30:00,33.43220667,127.28516,226.0,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:40:00,33.395175,127.2403292,225.6,223.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 21:50:00,33.35814333,127.1954983,225.2,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:00:00,33.33129083,127.1634958,225.3,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:10:00,33.30443833,127.1314933,225.4,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:20:00,33.27809083,127.1002758,225.45,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:30:00,33.25174333,127.0690583,225.5,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:40:00,33.209315,127.0201883,225.6,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 22:50:00,33.17736833,126.9847333,223.3,223.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:00:00,33.14808,126.9410433,235.5,235.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:10:00,33.123685,126.89914,234.3,234.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:20:00,33.09774333,126.85451,235.6,235.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:30:00,33.07512,126.8106567,241.1,240.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:40:00,33.05342333,126.7651633,240.3,239.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-24 23:50:00,33.03050167,126.7178683,238.1,238.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:00:00,33.01091167,126.6781067,240.2,240.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:10:00,32.98931167,126.6312083,241.0,240.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:20:00,32.9716775,126.5922467,241.55,242.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:30:00,32.95404333,126.553285,242.1,244.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:40:00,32.9416,126.5264867,235.5,234.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 00:50:00,32.92062584,126.4861108,237.55,236.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:00:00,32.89965167,126.445735,239.6,238.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:10:00,32.882215,126.41119,239.8,237.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:20:00,32.86477833,126.376645,240.0,237.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:30:00,32.82602667,126.2991367,239.2,237.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:40:00,32.81153917,126.2700367,239.4,237.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 01:50:00,32.79705167,126.2409367,239.6,237.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:00:00,32.77557084,126.2040892,232.75,231.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:10:00,32.75409,126.1672417,225.9,225.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:20:00,32.72241333,126.12606,234.3,235.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:30:00,32.70708666,126.0953908,237.35,237.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:40:00,32.69176,126.0647217,240.4,240.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 02:50:00,32.67359083,126.0267983,240.6,239.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:00:00,32.65542167,125.988875,240.8,239.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:10:00,32.63799583,125.9506358,243.75,243.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:20:00,32.62057,125.9123967,246.7,247.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:30:00,32.60774333,125.8755483,247.6,247.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:40:00,32.60002667,125.8493867,250.6,251.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 03:50:00,32.59247667,125.82173,253.1,251.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:00:00,32.58464333,125.7933967,253.3,251.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:10:00,32.57754333,125.767015,253.1,251.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:20:00,32.56545833,125.7135517,257.5,255.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:30:00,32.560505,125.68961,256.2,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:40:00,32.55526,125.6635525,256.15,254.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 04:50:00,32.550015,125.637495,256.1,255.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:00:00,32.53807167,125.579325,255.7,255.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:10:00,32.5327725,125.5545725,255.8,254.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:20:00,32.52747333,125.52982,255.9,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:30:00,32.51846,125.487035,257.9,255.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:40:00,32.511595,125.45355,257.7,254.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 05:50:00,32.50473,125.420065,257.5,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:00:00,32.50012667,125.39674,256.6,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:10:00,32.49111584,125.3531092,256.85,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:20:00,32.482105,125.3094783,257.1,254.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:30:00,32.47686444,125.2806789,260.4,262.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:40:00,32.47162389,125.2518794,263.7,270.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 06:50:00,32.46638333,125.22308,267.0,278.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:00:00,32.46878583,125.2137092,272.6,313.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:10:00,32.47118833,125.2043383,278.2,349.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:20:00,32.47174,125.1982467,276.7,345.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:30:00,32.47229167,125.192155,275.2,342.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:40:00,32.47289333,125.1799417,272.2,344.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 07:50:00,32.47309667,125.172585,272.65,343.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:00:00,32.4733,125.1652283,273.1,343.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:10:00,32.473485,125.1589644,273.9666667,343.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:20:00,32.47367,125.1527006,274.8333333,343.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:30:00,32.473855,125.1464367,275.7,343.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:40:00,32.47675667,125.1420133,337.9,25.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 08:50:00,32.48230333,125.158565,79.4,81.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:00:00,32.48737666,125.1780042,182.35,88.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:10:00,32.49245,125.1974433,285.3,95.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:20:00,32.49221417,125.1909892,275.5,125.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:30:00,32.49197833,125.184535,265.7,156.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:40:00,32.49193167,125.1783742,265.35,157.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 09:50:00,32.491885,125.1722133,265.0,159.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:00:00,32.49188167,125.16647,267.2,162.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:10:00,32.49187833,125.1607267,269.4,165.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:20:00,32.49205416,125.1526975,270.3,165.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:30:00,32.49223,125.1446683,271.2,165.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:40:00,32.4922075,125.1401417,271.75,165.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 10:50:00,32.492185,125.135615,272.3,166.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:00:00,32.492015,125.126785,266.8,159.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:10:00,32.49169667,125.1199567,265.6,163.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:20:00,32.49184583,125.114745,266.45,165.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:30:00,32.491995,125.1095333,267.3,167.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:40:00,32.491965,125.1057317,266.4,167.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 11:50:00,32.49171,125.1014017,266.2,169.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:00:00,32.488,125.0949983,136.9,102.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:10:00,32.49112,125.07914,199.2,180.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:20:00,32.49424,125.0632817,261.5,259.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:30:00,32.48552333,125.0263617,244.9,243.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:40:00,32.4738,125.0088217,227.2,224.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 12:50:00,32.46207667,124.9912817,209.5,206.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:00:00,32.43469,124.97492,207.05,203.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:10:00,32.40730333,124.9585583,204.6,200.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:20:00,32.39006917,124.9526258,196.8,192.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:30:00,32.372835,124.9466933,189.0,184.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:40:00,32.35246667,124.9403011,197.2666667,194.3333333
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 13:50:00,32.33209833,124.9339089,205.5333333,204.6666667
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:00:00,32.31173,124.9275167,213.8,215.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:10:00,32.29553083,124.9031042,226.0,224.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:20:00,32.27933167,124.8786917,238.2,233.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:30:00,32.25772417,124.8423258,236.65,232.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:40:00,32.23611667,124.80596,235.1,232.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 14:50:00,32.219435,124.7783592,234.7,232.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:00:00,32.20275333,124.7507583,234.3,233.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:10:00,32.18712167,124.7261083,228.6,227.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:20:00,32.16813167,124.7062246,226.95,224.75
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:30:00,32.14914167,124.6863408,225.3,222.5
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:40:00,32.13015167,124.6664571,223.65,220.25
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 15:50:00,32.11116167,124.6465733,222.0,218.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:00:00,32.095565,124.6307667,220.05,217.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:10:00,32.07996833,124.61496,218.1,216.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:20:00,32.05509167,124.57407,241.7,238.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:30:00,32.04067056,124.545095,240.7333333,238.3333333
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:40:00,32.02624944,124.51612,239.7666667,238.6666667
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 16:50:00,32.01182833,124.487145,238.8,239.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 17:00:00,31.996355,124.4541267,242.1,239.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 17:10:00,31.99116333,124.44308,241.4,238.0
CNSHA,d4ec2f91-a7ab-3741-90d5-0cff1a3df776,2024-10-25 17:20:00,31.97571333,124.409925,240.8,238.0
