port_id,pso_lat,pso_lon
CNADG,35.76227578,121.234519
CNADG,35.791154,121.1426054
CNADG,35.8326658,121.0554641
CNADG,35.88141127,120.9711373
CNADG,35.92674032,120.8856855
CNADG,35.95912308,120.7956003
CNADG,35.97814102,120.7008777
CNADG,35.98760639,120.6031407
CNADG,35.99135474,120.5040213
CNADG,35.99322164,120.4051514
CNADG,35.99704265,120.3081631
CNADG,36.00665333,120.2146883
CNRZH,35.05716667,129.1308283
CNRZH,34.96566548,129.0844902
CNRZH,34.88126787,129.0278841
CNRZH,34.80402059,128.9622504
CNRZH,34.73397036,128.8888292
CNRZH,34.67116392,128.8088608
CNRZH,34.61564803,128.7235853
CNRZH,34.56745009,128.6342406
CNRZH,34.52572799,128.5419584
CNRZH,34.48843654,128.447723
CNRZH,34.45344231,128.3525084
CNRZH,34.41908086,128.2570951
CNRZH,34.3857411,128.1614172
CNRZH,34.3543737,128.0651776
CNRZH,34.32584567,127.968103
CNRZH,34.29941122,127.8703807
CNRZH,34.27286806,127.7726144
CNRZH,34.24396285,127.6754222
CNRZH,34.21183274,127.5790769
CNRZH,34.17966904,127.4828446
CNRZH,34.15139791,127.3858087
CNRZH,34.13058632,127.2871341
CNRZH,34.11671698,127.1869121
CNRZH,34.10668047,127.0858223
CNRZH,34.09733843,126.9845513
CNRZH,34.08724578,126.8835213
CNRZH,34.07835432,126.7826235
CNRZH,34.07302166,126.6816856
CNRZH,34.07309504,126.5805604
CNRZH,34.07669389,126.4792832
CNRZH,34.0802841,126.3779705
CNRZH,34.08038504,126.2767372
CNRZH,34.07601717,126.1756096
CNRZH,34.06952782,126.0744971
CNRZH,34.06349465,125.9733008
CNRZH,34.06019526,125.8719606
CNRZH,34.06054153,125.7705942
CNRZH,34.065057,125.6693695
CNRZH,34.07425581,125.5684572
CNRZH,34.08846112,125.4680862
CNRZH,34.10781795,125.3685392
CNRZH,34.13246351,125.2701009
CNRZH,34.16149617,125.1727682
CNRZH,34.19100428,125.0757049
